crash_Id,fecha,route,operator,aircraft_type,all_aboard,passangers_onboard,crew_aboard,deaths_number,passenger_fatalities,crew_fatalities
2738,1974-03-08,"Hanoi, Vietnam",Pathet Lao Airlines,Antonov An-24,18,15,3,18,15,3
2739,1974-03-13,"Bishop, California",Sierra Pacific Airlines,Convair CV-440,36,32,4,36,32,4
2740,1974-03-15,"Tehran, Iran",Sterling Airways,Aerospatiale Caravelle 10B3,96,92,4,15,15,0
2741,1974-04-04,"Francistown, Botswana",Wenela Air Services,Douglas DC-4,84,80,4,78,75,3
2742,1974-04-22,"Grogak, Bali, Indonesia",Pan American World Airways,Boeing B-707-321C,107,96,11,107,96,11
2743,1974-04-27,"Near Leningrad, USSR",Aeroflot,Ilyushin IL-18B,109,102,7,109,102,7
2744,1974-04-30,"Galveston, Texas",Houston Metro Airlines,Beechcraft 99,12,10,2,6,5,1
2745,1974-05-02,"Banos, Ecuador",Aero Taxis Equatorianos,Douglas C-47,24,21,3,22,19,3
2746,1974-05-06,"Nurnberg, Germany",Fragtflug,Douglas DC-6A,3,0,3,3,0,3
2747,1974-05-23,"Springfield, Illinois",Saturn Airways,Lockheed L-100-30 Hercules,3,1,2,3,1,2
2748,1974-05-23,"Kiev, Ukraine, USSR",Aeroflot,Yakovlev YAK-40,29,25,4,29,25,4
2749,1974-05-31,"Rankin Inlet, Canada",Lambair,Bristol 170 Freighter 31E,2,0,2,2,0,2
2750,1974-06-08,"Monte San Isidro,  Colombia",Aerolineas TAO,Vickers Viscount 785D,44,38,6,44,38,6
2751,1974-06-27,"Battambang, Khmer Republic",Cambodia Air,Boeing 307B-1 Stratoliner,39,33,6,19,17,2
2752,1974-06-30,"Umiat, Alaska",Alaska Helicopter - Air Taxi,Fairchild Hiller FH1100,5,4,1,5,4,1
2753,1974-07-24,"Bogota, Colombia",Aeronorte Colombia,Douglas DC-4,3,0,3,3,0,3
2754,1974-07-27,"Near Moc Hoa, Vietnam",Air Amercia,Fairchild C-123K,5,1,4,5,1,4
2755,1974-08-05,"Mt. Apica, PQ, Canada",Laurentian Air Services,Douglas DC-3,11,8,3,5,2,3
2756,1974-08-11,"Near Ouagadougou, Upper Volta",Air  Mali,Ilyushin IL-18B,60,50,10,47,39,8
2757,1974-08-12,"Cali, Colombia",AVIANCA,Douglas C-47-DL,27,24,3,27,24,3
2758,1974-08-14,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,Vickers Viscount 749,49,45,4,49,45,4
2759,1974-08-18,"Near Kisangani, Zaire",Military - Zairean Air Force,Lockheed C-130H,31,24,7,31,24,7
2760,1974-09-07,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,Fokker F-27 Friendship 600,39,36,3,36,33,3
2761,1974-09-08,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,Boeing B-707-331B,88,79,9,88,79,9
2762,1974-09-11,"Near Charlotte, North Carolina",Eastern Air Lines,McDonnell Douglas DC-9-31,82,78,4,70,68,2
2763,1974-09-15,"Phan Rang, South Vietnam",Air Vietnam (South Vietnam),Boeing B-727-121C,75,67,8,75,67,8
2764,1974-10-19,"Calapan, Philippines",Mabuhay Airways,Douglas DC-3,8,4,4,1,0,1
2765,1974-10-27,"Old Man's Camp, Alaska",Alaska International Air,Lockheed L-100 Hercules,4,0,4,4,0,4
2766,1974-10-28,"Pagosa Springs, Colorado",Hlavka Aviation - Air Taxi,Beechcraft 95-B55,2,1,1,2,1,1
2767,1974-11-01,"Near Surgut, Russia",Aeroflot,Antonov An-2 / Mil Mi-8T,38,32,6,38,32,6
2768,1974-11-15,"Manila, Philippines",Orient Air System and Integrated Services,Douglas C-47A-30,8,5,3,1,1,0
2769,1974-11-20,"Near Nairobi, Kenya",Lufthansa,Boeing B-747-130,157,144,13,59,55,4
2770,1974-11-20,"Soddu, Ethiopia",Ethiopian Airlines,Douglas DC-3,24,21,3,2,0,2
2771,1974-11-22,"Barcelona, Spain",Alpa Servicios Aéreos,Cessna 500 Citation I,4,0,4,4,0,4
2772,1974-12-01,"Near Berryville, Virginia",Trans World Airlines,Boeing B-727-231,92,85,7,92,85,7
2773,1974-12-01,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,Boeing B-727-251,3,0,3,3,0,3
2774,1974-12-04,"Irkutsk, Russia",Aeroflot,Antonov An-2 / Antonov An-12,18,11,7,13,11,2
2775,1974-12-04,"Near Maskeliya, Sri Lanka",Martinair Holland NV,McDonnell Douglas DC-8-55F,191,182,9,191,182,9
2776,1974-12-11,"Near Old Harbors, Alaska",Kodiak Airways,Grumman G-21,5,4,1,5,4,1
2777,1974-12-12,"Near Moc Hoa, South Vietnam",Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter),54,53,1,54,53,1
2778,1974-12-14,"Bukhara, Uzbekistan",Aeroflot,Yakovlev 40,19,15,4,7,7,0
2779,1974-12-22,"Maturin, Venezuela",Aerovias Venezolanas SA (Venezuela),McDonnell Douglas DC-9-14,77,71,6,77,71,6
2780,1974-12-29,"Near Sibiu, Romania",Tarom,Antonov AN-24RV,33,28,5,33,28,5
2781,1974-12-29,"Tikal, Guatemala",Edwin Ortiz,Lockheed 18 LodeStar,24,21,3,24,213,3
2782,1975-01-03,"Near Nha Trang, Vietnam",Air America,Fairchild C-123K,9,6,3,9,6,3
2783,1975-01-08,"Near Doncello, Colombia",SATENA,Douglas DC-3,21,17,4,21,17,4
2784,1975-01-09,"Whittier, California",Golden West Airlines / Private,de Hav Can. DHC-6 Tw Otter 100/ Cessna,14,10,4,14,10,4
2785,1975-01-15,"Budapest, Hunary",Malev Hungarian Airlines,Ilyushin IL-18V,9,0,9,9,0,9
2786,1975-01-16,"Xam Neua, Laos",Aeroflot,Antonov AN-12,16,14,2,16,14,2
2787,1975-01-30,"Istanbul, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,42,38,4,42,38,4
2788,1975-01-30,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,Douglas DC-3-313,30,27,3,2,1,1
2789,1975-02-01,"Houston, Texas",Horizon Properties,Douglas DC-3C,16,14,2,5,3,2
2790,1975-02-03,"Manila, Philippines",Philippine Air Lines,Hawker Siddeley HS-748 2,33,29,4,33,29,4
2791,1975-02-09,"Souda, Crete",Military - Deutsche Luftwaffe,Transall C-160,40,35,5,40,35,5
2792,1975-02-16,"Fairbanks, Alaska",Pacific Alaska Airlines,Douglas DC-6BF,3,0,3,3,0,3
2793,1975-02-22,"Medellin, Colombia",Aerocondor,Canadair CL-44,5,0,5,5,0,5
2794,1975-02-27,"Near Sao Paulo, Brazil",VASP,Embraer 110C Bandeirante,15,13,2,15,13,2
2795,1975-03-12,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),Douglas DC-4,26,20,6,26,20,6
2796,1975-03-16,"Near Barito, Argentina",Military - Argentine Air Force,Fokker F-27 Friendship 400M,55,50,5,55,50,5
2797,1975-03-18,"Singa, Sudan",Sudan Airways,de Havilland Canada DHC-6 Twin Otter 100,6,4,2,5,3,2
2798,1975-03-18,"Near Terney, Russia",Aeroflot,Antonov An-2,12,10,2,7,6,1
2799,1975-03-20,"Near Quilcene, Washington",Military - U.S. Air Force,Lockheed C-141A (L.300),16,12,4,16,12,4
2800,1975-04-04,"Saigon, South Vietnam",Military - U.S. Air Force,Lockheed C-5A Galaxy,330,314,16,155,150,5
2801,1975-05-13,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,Sikorsky CH-53C (helicopter),23,19,4,23,19,4
2802,1975-06-03,"Manila, Philippines",Philippine Air Lines,BAC One-Eleven 524FF,64,59,5,1,1,0
2803,1975-06-17,"Pedro Alfonso, Brazil",Varig,Hawker Siddeley HS-748-235 Srs. 2A,15,11,4,1,0,1
2804,1975-06-24,"JFK Airport, New York, New York",Eastern Air Lines,Boeing B-727-225,124,116,8,113,107,6
2805,1975-06-26,"Toledo, Ohio",Hamilton Aviation,Beechcraft E18S,2,1,1,2,1,1
2806,1975-07-10,"Bogota, Colombia",Aerovias Condor,Lockheed L-188AF Electra,4,0,4,2,0,2
2807,1975-07-15,"Near Batumi, Georgia, USSR",Aeroflot,Yakovlev YAK-40,40,35,5,40,35,5
2808,1975-07-31,"Taipei, Taiwan",Far Eastern Air Transport,Vickers 837 Viscount,75,70,5,27,27,0
2809,1975-08-03,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,Boeing B-707-321C,188,181,7,188,181,7
2810,1975-08-03,"Off Amapala, Honduras",Military - Nicaraguan Air Force,Douglas DC-47,20,17,3,20,17,3
2811,1975-08-07,"Denver, Colorado",Continental Airlines,Boeing B-727-224,131,124,7,0,0,0
2812,1975-08-09,"Bagdarin, Russia",Aeroflot,Ilyushin IL-14M,11,6,5,11,6,5
2813,1975-08-15,"Krasnovodsk, USSR",Aeroflot,Yakovlev YAK-40,38,34,4,23,21,2
2814,1975-08-20,"Near Damascus, Syria",Ceskoslovenske Aerolinie,Ilyushin IL-62,128,117,11,126,115,11
2815,1975-08-30,"Near Gambell, Alaska",Wien Air Alaska,Fairchild F-27B,32,28,4,10,7,3
2816,1975-09-01,"Leipzig-Halle, East Germany",Interflug,Tupolev TU-134,34,28,6,27,24,3
2817,1975-09-11,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,Douglas C-47-DL,9,6,3,1,1,0
2818,1975-09-24,"Near Palembang, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,61,57,4,25,21,4
2819,1975-09-30,"Off Beirut, Lebanon",Malev Hungarian Airlines,Tupolev TU-154B,60,50,10,60,50,10
2820,1975-09-30,"Barranquilla, Colombia",AVIANCA,Boeing 727-24C,4,0,4,4,0,4
2821,1975-10-22,"Novgorod, Russia",Aeroflot,Yakovlev Yak-40,6,2,4,6,2,4
2822,1975-10-23,"Cairns Airport, Queensland, Australia",Connair,de Havilland DH114 Heron 2E,11,8,3,11,8,3
2823,1975-10-27,"Tomonoco, Bolivia",TAM (Bolivia),Convair CV-440-12,67,63,4,67,63,4
2824,1975-10-30,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,McDonnell Douglas DC-9-32,120,115,5,75,71,4
2825,1975-11-03,Gulf of Mexico,Petroleum Helicopter,Bell 212,9,8,1,9,8,1
2826,1975-11-17,"Near Sukhumi, Georgia, USSR",Aeroflot,Antonov AN-24,38,33,5,38,33,5
2827,1975-11-18,"Caoba, Guatemala",Aviateca,Douglas DC-3,22,18,4,15,11,4
2828,1975-11-20,"Kharkov, Ukraine, USSR",Aeroflot,Antonov AN-24,50,46,4,19,18,1
2829,1975-11-22,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Antonov AN-24B,48,45,3,3,2,1
2830,1975-11-25,"Near Bir Lahfan, Egypt",Military - Israel  Air Force,Lockheed C-130 Hercules,20,11,9,20,11,9
2831,1975-11-29,"Hertfordshire, England",Private,Piper PA-23-250 Aztec,6,5,1,6,5,1
2832,1975-12-26,"Rollinsville, Colorado",Star Aviation,Mitsubishi MU-2B,9,8,1,9,8,1
2833,1976-01-01,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,Boeing B-720B-023B,82,67,15,82,67,15
2834,1976-01-03,"Anchorage, Alaska",Winship Air,Lear Jet 24A,6,4,2,6,4,2
2835,1976-01-03,"Moscow, Russia",Aeroflot,Tupolev TU-124,61,56,5,61,56,5
2836,1976-01-08,"Mactan Island, Philippines",Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,7,6,1,7,6,1
2837,1976-01-18,"Near San Borja, Bolivia",Frigorifico Maniqui,Douglas C-47,10,7,3,7,4,3
2838,1976-01-20,"Near Loja, Ecuador",TAME,Hawker Siddeley HS-748-246,42,36,6,34,28,6
2839,1976-01-21,"Near Shanghai, China",CAAC,Antonov AN-24,40,36,4,40,36,4
2840,1976-01-22,"Chapeco, Brazil",Transbrasil,Embraer 110C Bandeirante,11,9,2,9,7,2
2841,1976-02-04,"Off Santa Maria, Colombia",LAC Colombia,Douglas DC-6A,3,0,3,3,0,3
2842,1976-02-08,"Van Nuys, California",Mercer Airlines,Douglas DC-6,6,1,5,3,1,2
2843,1976-02-09,"Irkutsk, Russia",Aeroflot,Tupolev TU-104A,124,104,10,24,15,9
2844,1976-02-21,"St. Croix, Virgin Islands",Antilles Air,Grumman G-21A seaplane,11,10,1,5,5,0
2845,1976-03-01,"Sibiu, Romania",Tarom,Ilyushin II-14P,9,5,4,6,3,3
2846,1976-03-02,Southeastern Bolivia,TAM (Bolivia),IAI Arava 201,22,18,4,19,15,4
2847,1976-03-06,"Near Voronezh, Russia",Aeroflot,Ilyushin IL-18E,111,100,11,111,100,11
2848,1976-03-07,"Igiugig, Alaska",Kodiak Western Alaska Airlines,Cessna 207,4,3,1,4,3,1
2849,1976-04-02,"Near Puerto Asis, Colombia",SATENA,Douglas DC-3,16,14,2,5,4,1
2850,1976-04-05,"Ketchikan, Alaska",Alaska Airlines,Boeing B-727-81,50,45,5,1,1,0
2851,1976-04-14,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,Hawker Siddeley HS-748 2,34,31,3,34,31,3
2852,1976-04-23,Gulf of Mexico,Petroleum Helicopter,Bell 205 A-1 helicopter,12,11,1,12,11,1
2853,1976-04-27,"St. Thomas, Virgin Islands",American Airlines,Boeing B-727-95,88,81,7,37,35,2
2854,1976-05-05,"Camuigan, Philippines",Philippine Aerotransport,Britten-Norman BN-2A-21 Islander,10,8,2,4,4,0
2855,1976-05-09,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,Boeing B-747-131F,17,7,10,17,7,10
2856,1976-05-15,"Chernigov, Ukraine, USSR",Aeroflot,Antonov AN-24,52,46,6,52,46,6
2857,1976-05-23,"Zamboanga, Philipines",Philippine Air Lines,BAC One-Eleven 527FK,87,77,10,14,14,0
2858,1976-06-01,"Nacias Nguema, Equatorial Guinea",Aeroflot,Tupolev TU-154A,45,35,10,45,35,10
2859,1976-06-04,"Agana, Guam",Air Manila,Lockheed 188A Electra,45,33,12,45,33,12
2860,1976-06-06,"Off Kota Kinabalu, Malaysia",Sabah Air,GAF Nomad N-22B,11,10,1,11,10,1
2863,1976-07-28,"Bratislava, Czechoslovakia",Ceskoslovenske Aerolinie,Ilyushin IL-18L,79,73,6,76,70,6
2864,1976-08-02,"Near Tehran, Iran",Korean Airlines,Boeing 707-373,5,0,5,5,0,5
2865,1976-08-09,"Moron AFB, Spain	Moron AFB, Spain	Moron AFB, Spain",Military - Spanish Air Force,Douglas C-54E,32,28,4,12,12,0
2866,1976-08-15,"Andes Mountains, Ecuador",SAETA,Vickers Viscount 785D,59,55,4,59,55,4
2867,1976-08-28,"Ho Chi Minh City, Vietnam",Air France,Sud Aviation SE 210 Caravelle III,20,15,5,1,1,0
2868,1976-08-28,"Near Thorney, England",Military - U.S. Air Force,Lockheed C-141A (L.300),18,4,14,18,4,14
2869,1976-09-02,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,Hughes 369HS,4,3,1,3,2,1
2870,1976-09-03,"Lajes, Azores, Portugal",Military - Venezuelan Air Force,Lockheed C-130H,68,58,10,68,58,10
2871,1976-09-09,"Off Adler, Russia",Aeroflot / Aeroflot,Antonov AN-24 / Yakovlev Yak-40,64,55,9,64,55,9
2872,1976-09-10,"Near Gaj, Hrvatska, Yugoslavia",Inex Adria Aviopromet / British Airways,McDonnell Douglas DC-9-31 / Trident 3B,176,162,14,176,162,14
2873,1976-09-19,"Karatepe Mountains, Turkey",Turkish Airlines (THY),Boeing B-727-2F2,154,146,8,154,146,8
2874,1976-09-26,"Near Alpena, Michigan",Military - U.S. Air Force,Boeing KC-135A,20,15,5,15,12,3
2875,1976-10-04,"Nairobi, Kenya",Emirates Air Transport,Douglas DC-7CF,4,0,4,4,0,4
2876,1976-10-06,"Off Bridgetown, Barbados",Cubana de Aviacion,McDonnell Douglas DC-8-43,73,48,25,73,48,25
2877,1976-10-13,"Santa Cruz, Bolivia",Lloyd Aéreo Boliviano,Boeing B-707-31,3,0,3,3,0,3
2878,1976-10-13,"Near Bombay, India",Indian Airlines,Sud-Aviation Caravelle VI-N,95,89,6,95,89,6
2879,1976-10-28,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,Embraer 110C Bandeirante,7,5,2,2,0,2
2880,1976-11-04,"Banjarmasin, Indonesia",Bali International Air Service,Fokker F-27 Friendship 100,38,33,5,29,25,4
2881,1976-11-05,Atlantic Ocean,Inair Panama,Douglas DC-3,2,0,2,2,0,2
2882,1976-11-23,"Kozani, Greece",Olympic Airways,NAMC YS-11A-500,50,46,4,50,46,4
2883,1976-11-28,"Moscow, Russia",Aeroflot,Tupolev TU-104B,73,67,6,73,67,6
2884,1976-12-12,"Cape May, New Jersey",Atlantic City Airlines,de Havilland Canada DHC-6 Twin Otter 300,10,8,2,3,3,1
2885,1976-12-17,"Ust-Kut, Russia",Aeroflot,Yakovlev 40,7,4,3,7,4,3
2886,1976-12-17,"Kiev, USSR",Aeroflot,Antonov AN-24RV,55,50,5,48,44,4
2887,1976-12-18,"Nnear Yuzhno-Sakhalinsk, Russia",Aeroflot,Ilyushin IL-14M,8,3,5,8,3,5
2888,1976-12-25,"Near Bangkok, Thailand",EgyptAir,Boeing B-707-366C,53,44,9,53,44,9
2889,1976-12-31,"Near Trujillo, Peru",Faucett,Douglas C-54A-1-DO,19,14,5,19,14,5
2890,1977-01-06,"Near Palm Springs, California",Jet Avia Charter,Gates Learjet 24B,4,2,2,4,2,2
2891,1977-01-13,"Anchorage, Alaska",Japan Air Lines,Douglas DC-8,5,0,5,5,0,5
2892,1977-01-13,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,Tupolev TU-104A,90,82,8,90,82,8
2893,1977-01-14,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,de Havilland Canada DHC-6 Twin Otter 300,12,9,3,12,9,3
2894,1977-01-15,"Kalvesta, Sweden",Skyline Sweden,Vickers Viscount 838,22,19,3,22,19,3
2895,1977-01-20,NaN,North Canada Air,Bristol 170 Freighter 31M,2,0,2,1,0,1
2896,1977-02-11,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,Avia 14T,5,2,3,4,2,2
2897,1977-02-15,"Mineralnye Vody, Russia",Aeroflot,Ilyushin IL-18V,98,92,6,77,76,1
2898,1977-02-28,"Near Saglouc, Canada",Survair,Douglas DC-3,10,7,3,4,2,2
2899,1977-03-01,"Off Aden, Yemen",Alyemda,Douglas DC-3,21,17,3,19,16,3
2900,1977-03-03,"Near Cascina, Italy",Military - Italian Air Force,Lockheed C-130H,44,38,6,44,38,6
2901,1977-03-04,"Niamey, Niger",Overseas National Airways,McDonnell Douglas DC-8-63CF,4,0,4,2,0,2
2902,1977-03-27,"Tenerife, Canary Islands",Pan American World Airways / KLM,Boeing B-747-121 / Boeing B-747-206B,644,614,30,583,560,23
2903,1977-03-29,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,23,20,3,15,13,2
2904,1977-03-30,"Near Zhadanof, Russia",Aeroflot,Yakovlev YAK-40,27,23,4,8,5,3
2905,1977-04-04,"New Hope, Georgia",Southern Airways,McDonnell Douglas DC-9-31,85,81,4,62,60,2
2906,1977-04-10,"SW of Bogota, Colombia",El Venado,Douglas DC-3-3A,35,31,4,35,31,4
2907,1977-04-19,"Tapa AFB, Estonia",Military - Soviet Air Force,Antonov An-24,21,15,6,21,15,6
2908,1977-04-27,"Guatemala City, Guatemala",Aviateca,Convair CV-440,28,22,6,28,22,6
2909,1977-05-10,"Near Jericho, Jordan",Military - Israel Air Force,Sikorsky CH-53D (helicopter),54,50,4,54,50,4
2910,1977-05-13,"Beiruit, Lebanon",LOT Polish Airlines,Antonov An-12BP,9,0,9,9,0,9
2911,1977-05-14,"Near Lusaka, Zambia",IAS Cargo,Boeing 707-321C,6,1,5,6,1,5
2912,1977-05-16,"New York, New York",New  York Helicopter,Sikorsky S61L,25,22,3,4,4,0
2913,1977-05-27,"Havana, Cuba",Aeroflot,Ilyushin IL-62M,69,59,10,67,57,10
2914,1977-06-03,"Natal, Brazil",Military - Brazilian Air Force,Embraer C-95 Bandeirante,18,16,2,18,16,2
2915,1977-06-20,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,Embraer 110C Bandeirante,15,13,2,12,10,2
2916,1977-06-21,Off Wake Island,Military - U.S. Navy,Lockheed EC-130Q,16,0,16,16,0,16
2917,1977-07-06,"Saint Louis, Missouri",Fleming International Airways,Lockheed L-188AF Electra,3,0,3,3,0,3
2919,1977-07-14,"Near Cuangar, Angola",Military - Angolan Air Force,Antonov AN-26,30,25,5,30,25,5
2920,1977-07-20,"Vitim, Russia",Aeroflot,Ilyushin IL-14M,40,34,6,40,34,6
2921,1977-07-20,"Jima, Ethiopia",Ethiopian Airlines,Douglas DC-3,5,2,3,5,2,3
2922,1977-07-24,"Near Puerto Montt, Chile",Military - Chilean Air Force,Douglas DC-6B,82,75,7,38,31,7
2924,1977-08-01,"Encino, California",Private KNBC Los Angeles,Bell 206B JetRanger,2,1,1,2,1,1
2925,1977-08-20,"San Jose, Costa Rica",Monarch Aviation,Convair CV-880,3,0,3,3,0,3
2926,1977-08-25,"Kona, Hawaii",Island Airways,Shorts SC-7 Skyvan 3-200,2,0,2,2,0,2
2927,1977-09-02,Off Hong Kong,Transmeridian Air Cargo,Canadair CL-44D4-2,4,0,4,4,0,4
2928,1977-09-04,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Vickers Viscount 764D,33,29,4,33,29,4
2929,1977-09-06,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,13,11,2,13,11,2
2930,1977-09-08,"Mt. Loi Hsam Hsao, Burma",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,19,16,3,19,16,3
2931,1977-09-12,"Yakutat, Alaska",Safe Air Cargo,Douglas DC-7BF,4,0,4,4,0,4
2932,1977-09-14,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Boeing - EC-135K,20,0,20,20,0,20
2933,1977-09-22,"Bucharest, Romania",Malev Hungarian Airlines,Tupolev TU-134,53,45,8,29,21,8
2934,1977-09-27,"Kuala Lumpur,  Malaysia",Japan Air Lines,McDonnell Douglas DC-8-62H,79,69,10,34,26,8
2935,1977-10-20,"Near Gillsburg, Mississippi",L & J Company,Convair CV-300,26,24,2,6,4,2
2937,1977-11-03,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,Britten-Norman BN-2A-8 Trislander,13,12,1,13,12,1
2938,1977-11-19,"Rome, Italy",Ethiopian Airlines,Boeing 707-360C,5,2,3,5,2,3
2939,1977-11-19,"Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),Boeing B-727-282,164,156,8,131,125,6
2940,1977-11-21,"Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),BAC One-Eleven 420EL,79,74,5,46,41,5
2941,1977-11-26,"Near Beziers, France",Military - French Air Force,Nord 2501 Noratlas,32,28,4,32,28,4
2942,1977-12-02,"Near Al Bayda, Lebanon",Balkan Bulgarian Airlines,Tupolev TU-154B,165,159,6,59,59,0
2943,1977-12-04,"Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,Boeing B-737-2H6,100,93,7,100,93,7
2944,1977-12-08,"Intracostal City, Louisiana",Petroleum Helicopter,SNIAS SA330J,19,18,1,17,16,1
2945,1977-12-09,"Tarko-Saley, USSR",Aeroflot,Antonov AN-24,23,18,5,17,13,4
2946,1977-12-11,"Hierro, Canary Islands",Military - U.S. Navy,Lockheed P-3B Orion,13,0,13,13,0,13
2947,1977-12-13,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",Douglas DC-3,29,26,3,29,26,3
2948,1977-12-18,"Near Salt Lake City, Utah",United Air Lines,Douglas DC-8-54F,3,0,3,3,0,3
2949,1977-12-18,"Off Madeira, Portugal",SATA,Aerospatiale Caravelle 10R,57,52,5,36,35,1
2950,1977-12-19,"Vieques, Puerto Rico",Vieques Air Link,Britten-Norman BN-2A Islander,10,9,1,5,5,0
2951,1977-12-24,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,Piper PA-31-350 Navajo,10,8,2,10,8,2
2952,1977-12-29,"Cuenca, Ecuador",Servicios Aereos Nacionales,Vickers Viscount 764 D,24,20,4,24,20,4
2953,1978-01-01,"Off Bandra, Maharashtra, India",Air India,Boeing B-747-237B,213,190,23,213,190,23
2954,1978-01-27,"Near San Vincente, Colombia",SADELCA,Douglas DC-3,14,10,4,14,10,4
2955,1978-01-31,"Eirunepe, Brazil",TABA,Embraer 110P Bandeirante,14,12,2,2,0,2
2956,1978-02-10,"Near Artigas, Uruguay",Uruguayan Air Force,Douglas C-47A-DL,44,40,4,44,40,4
2957,1978-02-10,"Richland, Washington",Columbia Pacific Airlines,Beechcraft 99,17,15,2,17,15,2
2958,1978-02-11,"Cranbrook, British Columbia, Canada",Pacific Western Airlines,Boeing B-737-275,49,44,5,42,38,4
2959,1978-02-28,"Solvang, California",Security Air,Aero Commander 500A,7,4,3,7,4,3
2960,1978-03-01,"LAX, Los Angeles, California",Continental Airlines,McDonnell Douglas DC-10-10,200,186,14,2,2,0
2961,1978-03-02,"Kano, Nigeria",Nigeria Airways,Fokker F-28 Fellowship 1000 / MiG-21,18,11,7,18,11,7
2962,1978-03-03,"Off Caracas, Venezuela",LAV - Linea Aeropostal Venezolana,British Aerospace 748 2A,47,43,4,47,43,4
2963,1978-03-16,"Vrastsa, Bulgaria",Balkan Bulgarian Airlines,Tupolev TU-134,73,66,7,73,66,7
2964,1978-03-22,"Near Riverside, California",Lake Havasu Air,Cessna T207A,6,5,1,6,5,1
2965,1978-03-25,"Okaraba, Burma",Burma Airways,Fokker F-27 Friendship 200,48,44,4,48,44,4
2966,1978-04-04,"Off Galveston, Texas",Air Logistics,Bell 212,6,4,2,3,3,0
2967,1978-04-05,"St. Thomas, Virgin Islands",Antilles Air,Grumman G-21,9,7,2,2,0,2
2968,1978-04-20,"Near Murmansk, Russia",Korean Airlines,Boeing B-707-321B,109,97,12,2,2,0
2969,1978-04-29,"Bogota, Colombia",LAC Colombia,Douglas C-118A,12,9,3,8,5,3
2970,1978-05-08,"Pensacola, Florida",National Airlines,Boeing B-727-235,58,52,6,3,3,0
2971,1978-05-19,"Pochinok, Russia",Aeroflot,Tupolev TU-154B,134,126,8,4,4,0
2972,1978-06-23,"Saint John's, Newfoundland",Gander Aviation,Beech Queen Air A80,10,8,2,10,8,2
2973,1978-06-26,"Off Bergen, Norway",Helikopter Service,Sikorsky S-61N,18,16,2,18,16,2
2974,1978-06-26,"Toronto, Canada",Air Canada,McDonnell Douglas DC-9-32,107,102,5,2,2,0
2975,1978-08-14,"Sogamoso, Bolivia",Aeropeca,Curtiss C-46,18,15,3,18,15,3
2976,1978-08-26,"Papun, Burma",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,14,11,3,14,11,3
2977,1978-08-30,"Las Vegas, Nevada",Las Vegas Airlines,Piper PA-31-350 Chieftain,10,9,1,10,9,1
2978,1978-09-03,"Conakry, Guinea",Air Guinee,Ilyushin IL-18,17,9,8,15,8,7
2979,1978-09-03,"Coal Harbour, BC, Canada",AirWest Airlines,de havilland Canada Twin Otter 200,13,11,2,11,9,2
2980,1978-09-03,"Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,Vickers Viscount 782D,56,52,4,38,34,4
2981,1978-09-09,"Wrangell, Alaska",Temesco Helicopter - Air Taxi,Soloy 12EJ3,3,2,1,3,2,1
2982,1978-09-09,"Near Mexico City, Mexico",Lineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100,21,19,2,18,17,1
2983,1978-09-13,"Whittier, AK",Alaska Travel,de Havilland DHC-2,6,5,1,6,5,1
